code,description,car_type,category,common_cause,fix_tip
P2176,Throttle Actuator Control System Idle Position Not Learned,Hyundai Accent/Atos,Electrical,Throttle idle not learned,Perform throttle relearn procedure
P2177,System Too Lean Off Idle Bank 1,Hyundai Accent/Atos,Mechanical,Vacuum leak off idle,Smoke test intake system
P2178,System Too Rich Off Idle Bank 1,Hyundai Accent/Atos,Mechanical,Fuel delivery issue off idle,Check fuel pressure
P2187,System Too Lean at Idle Bank 1,Hyundai Accent/Atos,Mechanical,Vacuum leak at idle,Smoke test intake at idle
P2188,System Too Rich at Idle Bank 1,Hyundai Accent/Atos,Mechanical,Fuel delivery issue at idle,Check fuel pressure at idle
P2195,O2 Sensor Signal Stuck Lean Bank 1 Sensor 1,Hyundai Accent/Atos,Electrical,O2 sensor stuck lean,Replace upstream O2 sensor
P2196,O2 Sensor Signal Stuck Rich Bank 1 Sensor 1,Hyundai Accent/Atos,Electrical,O2 sensor stuck rich,Replace upstream O2 sensor
P2197,O2 Sensor Signal Stuck Lean Bank 2 Sensor 1,Hyundai V6 Models,Electrical,Bank 2 O2 sensor stuck lean,Replace bank 2 upstream O2 sensor
P2198,O2 Sensor Signal Stuck Rich Bank 2 Sensor 1,Hyundai V6 Models,Electrical,Bank 2 O2 sensor stuck rich,Replace bank 2 upstream O2 sensor
P2199,Intake Air Temperature Sensor 1/2 Correlation,Toyota All Models,Electrical,IAT1/IAT2 correlation fault,Check both IAT sensors
P2200,NOx Sensor Circuit Bank 1,Toyota Diesel Models,Electrical,NOx sensor wiring fault,Check NOx sensor wiring
P2201,NOx Sensor Circuit Range/Performance Bank 1,Toyota Diesel Models,Electrical,NOx sensor out of range,Replace NOx sensor
P2202,NOx Sensor Circuit Low Input Bank 1,Toyota Diesel Models,Electrical,NOx sensor circuit low,Check NOx sensor wiring
P2203,NOx Sensor Circuit High Input Bank 1,Toyota Diesel Models,Electrical,NOx sensor circuit high,Check NOx sensor wiring
P2231,O2 Sensor Signal Circuit Shorted to Heater Circuit Bank 1 Sensor 1,Toyota All Models,Electrical,O2 sensor internal short,Replace O2 sensor
P2237,O2 Sensor Positive Current Control Circuit/Open Bank 1 Sensor 1,Toyota All Models,Electrical,O2 sensor positive current fault,Replace O2 sensor
P2238,O2 Sensor Positive Current Control Circuit Low Bank 1 Sensor 1,Toyota All Models,Electrical,O2 sensor positive current low,Check O2 sensor wiring
P2239,O2 Sensor Positive Current Control Circuit High Bank 1 Sensor 1,Toyota All Models,Electrical,O2 sensor positive current high,Check O2 sensor wiring
P2243,O2 Sensor Reference Voltage Circuit/Open Bank 1 Sensor 1,Toyota All Models,Electrical,O2 sensor reference voltage fault,Replace O2 sensor
P2244,O2 Sensor Reference Voltage Circuit Performance Bank 1 Sensor 1,Toyota All Models,Electrical,O2 sensor reference voltage out of range,Replace O2 sensor
P2251,O2 Sensor Negative Current Control Circuit/Open Bank 1 Sensor 1,Toyota All Models,Electrical,O2 sensor negative current fault,Replace O2 sensor
P2252,O2 Sensor Negative Current Control Circuit Low Bank 1 Sensor 1,Toyota All Models,Electrical,O2 sensor negative current low,Check O2 sensor wiring
P2253,O2 Sensor Negative Current Control Circuit High Bank 1 Sensor 1,Toyota All Models,Electrical,O2 sensor negative current high,Check O2 sensor wiring
P2271,O2 Sensor Signal Biased/Stuck Rich Bank 1 Sensor 2,Toyota All Models,Electrical,Downstream O2 biased rich,Replace downstream O2 sensor
P2272,O2 Sensor Signal Biased/Stuck Lean Bank 1 Sensor 2,Toyota All Models,Electrical,Downstream O2 biased lean,Replace downstream O2 sensor
P2279,Intake Air System Leak,Toyota All Models,Mechanical,Intake air leak,Smoke test intake system
P2280,Air Flow Restriction/Air Leak Between Air Filter and MAF,Toyota All Models,Mechanical,Air leak before MAF,Check air intake hose
P2281,Air Leak Between MAF and Throttle Body,Toyota All Models,Mechanical,Air leak after MAF,Smoke test intake
P2283,Injector Control Pressure Sensor Circuit,Toyota Diesel Models,Electrical,Injector control pressure sensor fault,Replace injector control pressure sensor
P2284,Injector Control Pressure Sensor Range/Performance,Toyota Diesel Models,Electrical,Injector control pressure sensor out of range,Replace injector control pressure sensor
P2285,Injector Control Pressure Sensor Circuit Low,Toyota Diesel Models,Electrical,Injector control pressure sensor short,Check sensor wiring
P2286,Injector Control Pressure Sensor Circuit High,Toyota Diesel Models,Electrical,Injector control pressure sensor open,Check sensor wiring
P2299,Brake Pedal Position/Accelerator Pedal Position Incompatible,Toyota All Models,Electrical,Brake/accelerator pedal correlation fault,Check both pedal sensors
P2300,Ignition Coil A Primary Control Circuit Low,Toyota All Models,Electrical,Coil A primary circuit short,Check coil A wiring
P2301,Ignition Coil A Primary Control Circuit High,Toyota All Models,Electrical,Coil A primary circuit open,Check coil A wiring
P2302,Ignition Coil A Secondary Circuit,Toyota All Models,Electrical,Coil A secondary circuit fault,Replace ignition coil A
P2303,Ignition Coil B Primary Control Circuit Low,Toyota All Models,Electrical,Coil B primary circuit short,Check coil B wiring
P2304,Ignition Coil B Primary Control Circuit High,Toyota All Models,Electrical,Coil B primary circuit open,Check coil B wiring
P2305,Ignition Coil B Secondary Circuit,Toyota All Models,Electrical,Coil B secondary circuit fault,Replace ignition coil B
P2336,Cylinder 1 Above Knock Threshold,Toyota All Models,Mechanical,Cylinder 1 knock detected,Check fuel quality,timing
P2337,Cylinder 2 Above Knock Threshold,Toyota All Models,Mechanical,Cylinder 2 knock detected,Check fuel quality,timing
P2338,Cylinder 3 Above Knock Threshold,Toyota All Models,Mechanical,Cylinder 3 knock detected,Check fuel quality,timing
P2339,Cylinder 4 Above Knock Threshold,Toyota All Models,Mechanical,Cylinder 4 knock detected,Check fuel quality,timing
P2348,Engine Overboost Condition,Toyota Turbo Models,Mechanical,Turbo overboost,Check turbo wastegate
P2349,Engine Underboost Condition,Toyota Turbo Models,Mechanical,Turbo underboost,Check turbo system
P2400,EVAP Leak Detection Pump Control Circuit/Open,Toyota All Models,Electrical,EVAP pump wiring fault,Check EVAP pump wiringP2401,EVAP Leak Detection Pump Control Circuit Low,Toyota All Models,Electrical,EVAP pump circuit short,Check EVAP pump wiring
P2402,EVAP Leak Detection Pump Control Circuit High,Toyota All Models,Electrical,EVAP pump circuit open,Check EVAP pump wiring
P2414,O2 Sensor Exhaust Sample Error Bank 1 Sensor 1,Toyota All Models,Electrical,O2 sensor exhaust sample fault,Replace O2 sensor
P2415,O2 Sensor Exhaust Sample Error Bank 1 Sensor 2,Toyota All Models,Electrical,Downstream O2 exhaust sample fault,Replace downstream O2 sensor
P2419,EVAP Switching Valve Control Circuit Low,Toyota All Models,Electrical,EVAP switching valve short,Check EVAP switching valve wiring
P2420,EVAP Switching Valve Control Circuit High,Toyota All Models,Electrical,EVAP switching valve open,Check EVAP switching valve wiring
P2421,EVAP Vent Valve Stuck Open,Toyota All Models,Mechanical,EVAP vent valve stuck open,Replace EVAP vent valve
P2422,EVAP Vent Valve Stuck Closed,Toyota All Models,Mechanical,EVAP vent valve stuck closed,Replace EVAP vent valve
P2440,Secondary Air Injection System Switching Valve A Circuit Open,Sokon Diesel,Electrical,AIR switching valve wiring open,Check AIR switching valve wiring
P2441,Secondary Air Injection System Switching Valve A Circuit Low,Sokon Diesel,Electrical,AIR switching valve circuit short,Check AIR switching valve wiring
P2442,Secondary Air Injection System Switching Valve A Circuit High,Sokon Diesel,Electrical,AIR switching valve circuit open,Check AIR switching valve wiring
P2443,Secondary Air Injection System Switching Valve B Circuit Open,Sokon Diesel,Electrical,AIR switching valve B wiring open,Check AIR switching valve B wiring
P2444,Secondary Air Injection System Switching Valve B Circuit Low,Sokon Diesel,Electrical,AIR switching valve B circuit short,Check AIR switching valve B wiring
P2445,Secondary Air Injection System Pump Stuck On,Sokon Diesel,Mechanical,AIR pump stuck on,Replace AIR pump
P2446,Secondary Air Injection System Pump Stuck Off,Sokon Diesel,Mechanical,AIR pump stuck off,Replace AIR pump
P2447,Secondary Air Injection System Switching Valve Stuck Open,Sokon Diesel,Mechanical,AIR switching valve stuck open,Replace AIR switching valve
P2448,Secondary Air Injection System Switching Valve Stuck Closed,Sokon Diesel,Mechanical,AIR switching valve stuck closed,Replace AIR switching valve
P2450,EVAP Fuel Vapor Temperature Sensor Range/Performance,DFAC Commercial,Electrical,EVAP vapor temp sensor out of range,Replace EVAP vapor temp sensor
P2451,EVAP Fuel Vapor Temperature Sensor Circuit Low,DFAC Commercial,Electrical,EVAP vapor temp sensor short,Check EVAP vapor temp sensor wiring
P2452,EVAP Fuel Vapor Temperature Sensor Circuit High,DFAC Commercial,Electrical,EVAP vapor temp sensor open,Check EVAP vapor temp sensor wiring
P2454,A/C Refrigerant Pressure Sensor Circuit Low,DFAC Commercial,Electrical,A/C pressure sensor circuit low,Check A/C pressure sensor wiring
P2455,A/C Refrigerant Pressure Sensor Circuit High,DFAC Commercial,Electrical,A/C pressure sensor circuit high,Check A/C pressure sensor wiring
P2458,Exhaust Gas Pressure Sensor Circuit Intermittent,DFAC Diesel,Electrical,Exhaust pressure sensor intermittent,Check exhaust pressure sensor wiring
P2459,Exhaust Gas Pressure Sensor Circuit Low Input,DFAC Diesel,Electrical,Exhaust pressure sensor low,Check exhaust pressure sensor wiring
P2460,Exhaust Gas Pressure Sensor Circuit High Input,DFAC Diesel,Electrical,Exhaust pressure sensor high,Check exhaust pressure sensor wiring
P2463,Particulate Trap Restriction Exhaust Pressure Sensor Circuit,DFAC DPF Diesel,Electrical,DPF pressure sensor circuit fault,Replace DPF pressure sensor
P2464,Particulate Trap Restriction Exhaust Pressure Sensor Range/Performance,DFAC DPF Diesel,Electrical,DPF pressure sensor out of range,Replace DPF pressure sensor
P2465,Particulate Trap Restriction Exhaust Pressure Sensor Circuit Low,DFAC DPF Diesel,Electrical,DPF pressure sensor short,Check DPF pressure sensor wiring
P2466,Particulate Trap Restriction Exhaust Pressure Sensor Circuit High,DFAC DPF Diesel,Electrical,DPF pressure sensor open,Check DPF pressure sensor wiring
